intersect	slope	p	BH	Description	func	func_type	variable
0.215159851299987	0.366184586286404	0.00574136478911531	0.0260683721458199	E1.1.1.251, gatD; galactitol-1-phosphate 5-dehydrogenase [EC:1.1.1.251]	K00094	ko	Mean_Temperature
0.137276321897522	0.121713757809837	0.0235260324959759	0.0924840323958933	dxr; 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]	K00099	ko	Mean_Temperature
0.218993838052491	0.1735547694116	0.0612132926602865	0.214616053374306	XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]	K00106	ko	Mean_Temperature
0.00415570556524972	0.13911766716037	1.07150230174806e-05	7.27293076562532e-05	fdoG, fdhF, fdwA; formate dehydrogenase major subunit [EC:1.17.1.9]	K00123	ko	Mean_Temperature
0.158290337949263	0.229964228865719	0.00723458062808047	0.0318777550262343	fdoH, fdsB; formate dehydrogenase iron-sulfur subunit	K00124	ko	Mean_Temperature
0.287544046734665	-0.0437503974764227	0.0168851202110697	0.0689759742444861	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	K00128	ko	Mean_Temperature
0.388623037152311	-0.173127324591765	3.57311305702546e-06	2.55512014002924e-05	asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	K00133	ko	Mean_Temperature
0.103133003550795	0.127098384995346	0.00138663094055614	0.00698439521265042	argC; N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]	K00145	ko	Mean_Temperature
0.349900583450267	-0.187769397534655	0.000173048785925634	0.00100183322653743	proA; glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]	K00147	ko	Mean_Temperature
0.24839487271044	-0.235008158608609	0.0030371496268738	0.0144305862746144	LNAA, LNBA; L-tyrosine reductase [EC:1.2.1.101]	K00155	ko	Mean_Temperature
0.288489384635822	-0.125291918500918	0.0250373654730098	0.0980214325874751	aceE; pyruvate dehydrogenase E1 component [EC:1.2.4.1]	K00163	ko	Mean_Temperature
0.315050225433245	-0.116250195252552	0.00127418236310031	0.00646185573511538	OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]	K00164	ko	Mean_Temperature
0.523508717535451	-0.279311977846112	1.41402008349418e-15	2.58039348023432e-14	korA, oorA, oforA; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]	K00174	ko	Mean_Temperature
0.635445173238744	-0.383567528061102	3.70051560515236e-21	1.18825690994291e-19	korB, oorB, oforB; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]	K00175	ko	Mean_Temperature
0.17532149802621	0.326576803430577	1.22538917857634e-06	9.20627033038403e-06	fwdC, fmdC; formylmethanofuran dehydrogenase subunit C [EC:1.2.7.12]	K00202	ko	Mean_Temperature
0.394572736143838	-0.224704550706686	2.7791596991926e-09	2.8252675237302e-08	fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]	K00208	ko	Mean_Temperature
0.123282703859805	0.154578609443091	2.74224627796394e-06	1.98434050818214e-05	fadH; 2,4-dienoyl-CoA reductase (NADPH2) [EC:1.3.1.34]	K00219	ko	Mean_Temperature
0.374884516366276	-0.337843770376161	2.04489810494158e-13	2.98206865565608e-12	CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]	K00228	ko	Mean_Temperature
0.254296956594098	-0.314014398558896	0.00825208473026403	0.0359293832551717	hemG; menaquinone-dependent protoporphyrinogen oxidase [EC:1.3.5.3]	K00230	ko	Mean_Temperature
0.115458508078231	0.200068179650871	1.42266552169231e-08	1.33267644030616e-07	PPOX, hemY; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]	K00231	ko	Mean_Temperature
0.133969795369399	0.111333017050456	0.00387785342230307	0.0180993591946626	sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]	K00240	ko	Mean_Temperature
0.406054341629987	-0.292719792445879	2.37989688323647e-14	3.80271083328622e-13	sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit	K00241	ko	Mean_Temperature
0.318877076419681	-0.123565740130794	0.00723586358235853	0.0318777550262343	ACADS, bcd; butyryl-CoA dehydrogenase [EC:1.3.8.1]	K00248	ko	Mean_Temperature
0.274482517928495	-0.0401735249787501	0.0284300669847359	0.109633035445179	ACADM, acd; acyl-CoA dehydrogenase [EC:1.3.8.7]	K00249	ko	Mean_Temperature
0.260694339647175	-0.0951147930520579	0.0507354146396826	0.183267622703321	GCDH, gcdH; glutaryl-CoA dehydrogenase [EC:1.3.8.6]	K00252	ko	Mean_Temperature
0.168343135346658	0.458012363377856	1.20259627559971e-08	1.13288300771939e-07	SWNR; swainsonine biosynthesis oxidoreductase SwnR [EC:1.3.1.-]	K00258	ko	Mean_Temperature
0.0789364032745462	0.361260072386141	1.36625574606968e-15	2.50006085698614e-14	GLUD1_2, gdhA; glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]	K00261	ko	Mean_Temperature
0.327669101765239	-0.270320898646307	9.8301511332192e-12	1.2482049319158e-10	GLT1; glutamate synthase (NADH) [EC:1.4.1.14]	K00264	ko	Mean_Temperature
0.181856958417173	0.0782221470992634	0.00018548913090795	0.00106892312798464	gltB; glutamate synthase (NADPH) large chain [EC:1.4.1.13]	K00265	ko	Mean_Temperature
0.147326970736515	0.184391420380419	0.000129967551254918	0.00076226650775657	MAO, aofH; monoamine oxidase [EC:1.4.3.4]	K00274	ko	Mean_Temperature
0.0516461424181469	0.296874728524172	2.22741287703079e-13	3.23410665341058e-12	pdxH, PNPO; pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]	K00275	ko	Mean_Temperature
0.312602154748126	-0.320183748429154	0.00922336785995632	0.0398208622732051	gcvPB; glycine dehydrogenase subunit 2 [EC:1.4.4.2]	K00283	ko	Mean_Temperature
0.269022662226426	-0.123568039695535	0.0553140374029785	0.196826028670481	GLU, gltS; glutamate synthase (ferredoxin) [EC:1.4.7.1]	K00284	ko	Mean_Temperature
0.175689961534649	0.101392869620674	0.0159576664000755	0.0656692876685794	DHFR, folA; dihydrofolate reductase [EC:1.5.1.3]	K00287	ko	Mean_Temperature
0.147900871681976	0.21303130566688	2.34166941597032e-08	2.13661339197619e-07	LYS1; saccharopine dehydrogenase (NAD+, L-lysine forming) [EC:1.5.1.7]	K00290	ko	Mean_Temperature
0.27534290720397	-0.186723966908608	0.0143929536490299	0.0598976640933753	E1.2.1.88; 1-pyrroline-5-carboxylate dehydrogenase [EC:1.2.1.88]	K00294	ko	Mean_Temperature
0.166946716731662	0.121133255045289	3.15340949742781e-05	0.000201546622328424	soxB; sarcosine oxidase, subunit beta [EC:1.5.3.1]	K00303	ko	Mean_Temperature
0.18678700656587	0.0936120710938684	0.0172329845860013	0.0701396124618542	ETFDH; electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1]	K00311	ko	Mean_Temperature
0.204770803966661	0.0387449040701657	0.0311953174577281	0.119605927267604	mer; 5,10-methylenetetrahydromethanopterin reductase [EC:1.5.98.2]	K00320	ko	Mean_Temperature
0.309396302264036	-0.0897206487792642	0.00380756786849375	0.0178086455137744	pntA; H+-translocating NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2 7.1.1.1]	K00324	ko	Mean_Temperature
0.290246096566451	-0.0950881257019468	0.00862317486560004	0.0374718184302815	pntB; H+-translocating NAD(P) transhydrogenase subunit beta [EC:1.6.1.2 7.1.1.1]	K00325	ko	Mean_Temperature
0.137811551348891	0.0997292702066525	0.0131069324260152	0.0549881920058766	nuoD; NADH-quinone oxidoreductase subunit D [EC:7.1.1.2]	K00333	ko	Mean_Temperature
0.170697788333725	0.0884577092543202	0.0652752399958261	0.227291039998051	nuoE; NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]	K00334	ko	Mean_Temperature
0.173146931980394	0.0649148898016998	0.0616291639708214	0.21584750191983	nuoG; NADH-quinone oxidoreductase subunit G [EC:7.1.1.2]	K00336	ko	Mean_Temperature
0.0946307242506445	0.149925726888902	0.00176738525634584	0.00871814337306784	nuoH; NADH-quinone oxidoreductase subunit H [EC:7.1.1.2]	K00337	ko	Mean_Temperature
0.300196299438426	-0.0971612678482197	0.037501191898954	0.140162540958654	nuoK; NADH-quinone oxidoreductase subunit K [EC:7.1.1.2]	K00340	ko	Mean_Temperature
0.122939366961368	0.103463010567156	0.00623194676674575	0.0280479598754008	nuoL; NADH-quinone oxidoreductase subunit L [EC:7.1.1.2]	K00341	ko	Mean_Temperature
0.134012934815625	0.0960701903862838	0.0166422491108312	0.0681088123843393	nuoM; NADH-quinone oxidoreductase subunit M [EC:7.1.1.2]	K00342	ko	Mean_Temperature
0.089034805690037	0.140941225609143	7.67282583820187e-05	0.000466728631815576	nuoN; NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]	K00343	ko	Mean_Temperature
0.286872303410849	-0.174257911035191	0.00334907962092124	0.0157858170699598	nqrA; Na+-transporting NADH:ubiquinone oxidoreductase subunit A [EC:7.2.1.1]	K00346	ko	Mean_Temperature
0.32596939848718	-0.234947142442059	0.00147029165259992	0.00738351725392094	nqrB; Na+-transporting NADH:ubiquinone oxidoreductase subunit B [EC:7.2.1.1]	K00347	ko	Mean_Temperature
0.525738349693928	-0.639640466504928	1.17024722890312e-28	8.88191050209537e-27	nqrC; Na+-transporting NADH:ubiquinone oxidoreductase subunit C [EC:7.2.1.1]	K00348	ko	Mean_Temperature
0.1355305544529	0.159786299584821	0.0451652433759959	0.165111472637261	nqrF; Na+-transporting NADH:ubiquinone oxidoreductase subunit F [EC:7.2.1.1]	K00351	ko	Mean_Temperature
0.199898044095605	0.111805350960893	0.019064003385325	0.0767039027774613	NQO1; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	K00355	ko	Mean_Temperature
0.080894010151027	0.204283254630831	8.85743000590397e-15	1.48267606539931e-13	NA	K00356	ko	Mean_Temperature
0.211980647956339	0.37733810852468	0.0316088487607206	0.120913803478152	E1.7.1.7, guaC; GMP reductase [EC:1.7.1.7]	K00364	ko	Mean_Temperature
0.326775794940927	-0.266663163338178	1.68394350521305e-13	2.48279440867945e-12	cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]	K00390	ko	Mean_Temperature
0.239095887767786	-0.359932576043518	0.0108057892737867	0.0461162086642949	NA	K00397	ko	Mean_Temperature
0.118533066447183	0.346999363524956	7.28375160477129e-07	5.63057603799392e-06	UQCRFS1, RIP1, petA; ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]	K00411	ko	Mean_Temperature
0.146811997938648	0.143146765948941	0.00109974677921632	0.00562851244320752	CYTB, petB; ubiquinol-cytochrome c reductase cytochrome b subunit	K00412	ko	Mean_Temperature
0.270872438248859	-0.319095068686635	7.95056546687186e-06	5.48572590426003e-05	CYC1, CYT1, petC; ubiquinol-cytochrome c reductase cytochrome c1 subunit	K00413	ko	Mean_Temperature
0.22124359306181	0.1311502789468	0.0247565739821713	0.0969789780803061	QCR6, UQCRH; ubiquinol-cytochrome c reductase subunit 6	K00416	ko	Mean_Temperature
0.176357164733992	0.18073455928349	0.000570670819985079	0.00307627958569842	cydA; cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]	K00425	ko	Mean_Temperature
0.173266760578627	0.15644190542452	0.0317782806934996	0.121353422957052	cydB; cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]	K00426	ko	Mean_Temperature
-0.198285257694147	0.288488793067028	2.30139269178637e-24	1.16446983245767e-22	E1.11.1.5; cytochrome c peroxidase [EC:1.11.1.5]	K00428	ko	Mean_Temperature
0.344987394679182	-0.172539695031697	8.63780147306047e-08	7.41540823117878e-07	gpx, btuE, bsaA; glutathione peroxidase [EC:1.11.1.9]	K00432	ko	Mean_Temperature
0.262546213425395	-0.0928636609821607	0.00250282881432612	0.0121045573141811	cpo; non-heme chloroperoxidase [EC:1.11.1.10]	K00433	ko	Mean_Temperature
0.0785886842430509	0.429512427551225	5.56181015033158e-20	1.61510130408977e-18	HGD, hmgA; homogentisate 1,2-dioxygenase [EC:1.13.11.5]	K00451	ko	Mean_Temperature
0.263676975867121	-0.153168843787417	0.030679471003861	0.11783104475836	HAAO; 3-hydroxyanthranilate 3,4-dioxygenase [EC:1.13.11.6]	K00452	ko	Mean_Temperature
0.355839165626408	-0.385733757374625	2.45922091759109e-05	0.000159622317867744	TDO2, kynA; tryptophan 2,3-dioxygenase [EC:1.13.11.11]	K00453	ko	Mean_Temperature
0.292571710882374	-0.125431113258837	0.000391393527393847	0.00216400444492012	HPD, hppD; 4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]	K00457	ko	Mean_Temperature
0.158633714658332	0.106026158600134	0.00282270238047498	0.0135631864742391	ncd2, npd; nitronate monooxygenase [EC:1.13.12.16]	K00459	ko	Mean_Temperature
0.275072543633692	-0.375735732517626	0.0080989055565816	0.0353777568426478	KMO; kynurenine 3-monooxygenase [EC:1.14.13.9]	K00486	ko	Mean_Temperature
0.182973804269245	0.104481931527563	0.00865560830212983	0.0375638777452405	tmuM; 1,3,7-trimethyluric acid 5-monooxygenase [EC:1.14.13.212]	K00492	ko	Mean_Temperature
0.232125565827245	-0.22528688245962	0.000878515381172267	0.00458764990684095	CYP71AN24; phenylacetaldehyde oxime monooxygenase [EC:1.14.14.44]	K00495	ko	Mean_Temperature
0.157123433000679	0.382770091487363	1.36649909022305e-05	9.16350142931703e-05	phhA, PAH; phenylalanine-4-hydroxylase [EC:1.14.16.1]	K00500	ko	Mean_Temperature
0.252961248079376	-0.340372258115	0.00214179008879096	0.010472193267229	TYR; tyrosinase [EC:1.14.18.1]	K00505	ko	Mean_Temperature
0.141303622951408	0.410064288996049	7.41909065832713e-17	1.57809256391614e-15	E1.14.19.3; linoleoyl-CoA desaturase [EC:1.14.19.3]	K00508	ko	Mean_Temperature
0.23957253523901	-0.792199703622194	1.09230378499054e-05	7.39908415816617e-05	SQLE, ERG1; squalene monooxygenase [EC:1.14.14.17]	K00511	ko	Mean_Temperature
0.192615757645726	0.428799532823028	5.56867415020943e-05	0.000346305164331925	ZDS, crtQ; zeta-carotene desaturase [EC:1.3.5.6]	K00514	ko	Mean_Temperature
0.12955008941569	0.11300954797595	0.0377547306959024	0.140952401519247	merA; mercuric reductase [EC:1.16.1.1]	K00520	ko	Mean_Temperature
0.298071389448176	-0.0619972314607918	0.0295799989126855	0.113870209070793	E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	K00525	ko	Mean_Temperature
0.0248309175854043	0.399613482113881	9.08880847000766e-30	7.98738839094489e-28	E1.17.4.1B, nrdB, nrdF; ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]	K00526	ko	Mean_Temperature
0.285010692075543	-0.333421199007993	1.14391944984107e-14	1.90284767379966e-13	rtpR; ribonucleoside-triphosphate reductase (thioredoxin) [EC:1.17.4.2]	K00527	ko	Mean_Temperature
0.363593856500087	-0.224048358942021	4.02525677546722e-06	2.87229594052837e-05	fpr; ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]	K00528	ko	Mean_Temperature
0.242838461972631	-0.157584871956044	0.000777319503766952	0.00409764559246999	hcaD; 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component [EC:1.18.1.3]	K00529	ko	Mean_Temperature
0.14459776361471	0.118889032138141	0.0058255156443723	0.0263608529734164	arsC; arsenate reductase (glutaredoxin) [EC:1.20.4.1]	K00537	ko	Mean_Temperature
0.190200612215058	0.465379678862285	0.000628917410722554	0.00337392721784413	COMT; catechol O-methyltransferase [EC:2.1.1.6]	K00545	ko	Mean_Temperature
0.432612944634877	-0.10883467426073	9.36608144628465e-05	0.000563568089907524	metH, MTR; 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]	K00548	ko	Mean_Temperature
0.144620361282011	0.147059084127718	0.000532873290425097	0.0028794989536806	metE; 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]	K00549	ko	Mean_Temperature
0.357178779437865	-0.169106093888685	0.000306376463894888	0.00172391609296879	trmH; tRNA (guanosine-2'-O-)-methyltransferase [EC:2.1.1.34]	K00556	ko	Mean_Temperature
0.240530004142939	-0.697663314367475	7.00132311930172e-05	0.000429796297001987	trmA; tRNA (uracil-5-)-methyltransferase [EC:2.1.1.35]	K00557	ko	Mean_Temperature
0.262865296329047	-0.164988409392394	0.0408581189739359	0.15118635824206	SMT1, ERG6; sterol 24-C-methyltransferase [EC:2.1.1.41]	K00559	ko	Mean_Temperature
0.149996627179322	0.140709356210228	0.000129443415014284	0.000760380447564116	thyA, TYMS; thymidylate synthase [EC:2.1.1.45]	K00560	ko	Mean_Temperature
0.10324120230191	0.437017449269218	1.86374051989676e-13	2.73580723788801e-12	rlmA1; 23S rRNA (guanine745-N1)-methyltransferase [EC:2.1.1.187]	K00563	ko	Mean_Temperature
0.205981269176717	0.0764741750698349	0.0539191998872112	0.192580928367211	rsmC; 16S rRNA (guanine1207-N2)-methyltransferase [EC:2.1.1.172]	K00564	ko	Mean_Temperature
0.393857320523514	-0.152665019502421	0.0010674098717446	0.00547139718601855	mnmA, trmU; tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]	K00566	ko	Mean_Temperature
0.205742093162481	0.188491377913594	0.000102256574610469	0.000610886996264153	E2.1.1.72; site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]	K00571	ko	Mean_Temperature
0.375489263213878	-0.172235024225288	7.67351471485135e-10	8.22654972399553e-09	E2.1.1.77, pcm; protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]	K00573	ko	Mean_Temperature
0.184636989670653	0.116156712318335	0.055218416697965	0.196681383637659	ICMT, STE14; protein-S-isoprenylcysteine O-methyltransferase [EC:2.1.1.100]	K00587	ko	Mean_Temperature
0.330570016412101	-0.0978631619173846	0.00452937807914858	0.0209644602845692	glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]	K00600	ko	Mean_Temperature
-0.148710945559081	0.363372196675933	1.52882025746353e-20	4.66255273954289e-19	purH; phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]	K00602	ko	Mean_Temperature
0.302407746428816	-0.288951371292739	0.0409497532239769	0.151441529226435	fctD; glutamate formiminotransferase / 5-formyltetrahydrofolate cyclo-ligase [EC:2.1.2.5 6.3.3.2]	K00603	ko	Mean_Temperature
0.0921506968720617	0.100557789290225	0.00177570881374398	0.008752737392617	gcvT, AMT; aminomethyltransferase [EC:2.1.2.10]	K00605	ko	Mean_Temperature
0.154983448645301	0.0747813316379726	0.0469664499747951	0.171040850262626	panB; 3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]	K00606	ko	Mean_Temperature
0.22531938033717	-0.974621016876292	5.60049668490807e-41	2.20033631520594e-38	NA	K00607	ko	Mean_Temperature
0.602899672599126	-0.403382222415919	7.21709474675281e-20	2.05119046015157e-18	nodU; carbamoyltransferase [EC:2.1.3.-]	K00612	ko	Mean_Temperature
0.423808515534909	-0.122194470870167	8.92180387742191e-08	7.62979873204877e-07	E2.2.1.1, tktA, tktB; transketolase [EC:2.2.1.1]	K00615	ko	Mean_Temperature
0.488960915606022	-0.298970800742976	7.9646314747132e-11	9.4151811716123e-10	E2.2.1.2, talA, talB; transaldolase [EC:2.2.1.2]	K00616	ko	Mean_Temperature
0.045386042652685	0.263611531756164	1.25365739212508e-08	1.17600810702295e-07	argJ; glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1]	K00620	ko	Mean_Temperature
0.167560398084052	0.115545165290521	0.0559412498209315	0.198634560103137	E2.3.1.8, pta; phosphate acetyltransferase [EC:2.3.1.8]	K00625	ko	Mean_Temperature
0.39693989598687	-0.0646942713303647	0.000505685289802183	0.00273923118458133	DLAT, aceF, pdhC; pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]	K00627	ko	Mean_Temperature
0.551070291592318	-0.644392656312164	3.01311753960952e-21	9.72203480533913e-20	plsB; glycerol-3-phosphate O-acyltransferase [EC:2.3.1.15]	K00631	ko	Mean_Temperature
0.356579092321119	-0.165989143257538	0.0524508346633153	0.188242409842172	fadA, fadI; acetyl-CoA acyltransferase [EC:2.3.1.16]	K00632	ko	Mean_Temperature
0.351099884718162	-0.374197769019824	0.0578014861040723	0.204478880131938	ptb; phosphate butyryltransferase [EC:2.3.1.19]	K00634	ko	Mean_Temperature
0.304728273492871	-0.66179587653331	8.47670084184941e-28	5.77713111456247e-26	catB; chloramphenicol O-acetyltransferase type B [EC:2.3.1.28]	K00638	ko	Mean_Temperature
0.277237365670629	-0.0746092883600589	0.0243698224659265	0.0956884445913716	cysE; serine O-acetyltransferase [EC:2.3.1.30]	K00640	ko	Mean_Temperature
0.3877015428158	-0.259963487354635	1.06830350506617e-12	1.4681479650899e-11	metX; homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46]	K00641	ko	Mean_Temperature
0.269097671401415	-0.244241455522191	5.28549107078232e-05	0.000329615264815641	fabB; 3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41]	K00647	ko	Mean_Temperature
-0.15552303183099	0.20945420152128	1.5399613441541e-09	1.60709403400082e-08	fabH; 3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]	K00648	ko	Mean_Temperature
0.35898829287715	-0.308238866399742	2.02561014421012e-12	2.72763107927004e-11	bioF; 8-amino-7-oxononanoate synthase [EC:2.3.1.47]	K00652	ko	Mean_Temperature
0.650272494230027	-0.146882313292565	9.5080935161207e-11	1.10828196499424e-09	plsC; 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]	K00655	ko	Mean_Temperature
0.299555516337351	-0.125392688346934	1.6114875407487e-05	0.00010730932487199	maa; maltose O-acetyltransferase [EC:2.3.1.79]	K00661	ko	Mean_Temperature
0.226841482900755	-0.325688853155426	5.33093220338347e-25	2.9425864616858e-23	FASN; fatty acid synthase, animal type [EC:2.3.1.85]	K00665	ko	Mean_Temperature
0.109348718007409	0.0583335851595537	1.92722368003478e-05	0.00012694208046304	K00666; fatty-acyl-CoA synthase [EC:6.2.1.-]	K00666	ko	Mean_Temperature
0.301851456535407	-0.434038546803797	6.21643335141993e-12	8.01535875562427e-11	NAA30, MAK3; N-alpha-acetyltransferase 30 [EC:2.3.1.256]	K00670	ko	Mean_Temperature
0.297842321610051	-0.604430347974396	2.23662777016435e-06	1.63261605212325e-05	astA; arginine N-succinyltransferase [EC:2.3.1.109]	K00673	ko	Mean_Temperature
0.30789359017565	-0.143812860411332	0.000382496775578395	0.00211832169493209	dapD; 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [EC:2.3.1.117]	K00674	ko	Mean_Temperature
0.378206848002701	-0.182734441829097	1.89391147648876e-06	1.39464550732838e-05	lpxA; UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]	K00677	ko	Mean_Temperature
0.304459257829066	-0.0413478347796608	0.016555347391011	0.0677947058397071	ytmI; uncharacterized N-acetyltransferase [EC:2.3.1.-]	K00680	ko	Mean_Temperature
0.0311410738479989	0.327745456064801	6.59008761463809e-07	5.1540041192234e-06	aat; leucyl/phenylalanyl-tRNA---protein transferase [EC:2.3.2.6]	K00684	ko	Mean_Temperature
0.142138811486155	0.394984375560281	2.97414312254564e-07	2.39040937611099e-06	ATE1; arginyl-tRNA---protein transferase [EC:2.3.2.8]	K00685	ko	Mean_Temperature
0.369281278048463	-0.243940292821408	3.43950776222509e-11	4.20741251719805e-10	PYG, glgP; glycogen phosphorylase [EC:2.4.1.1]	K00688	ko	Mean_Temperature
0.137885239243545	0.292993130459657	3.35534566467199e-08	3.00406885983167e-07	E2.4.1.7; sucrose phosphorylase [EC:2.4.1.7]	K00690	ko	Mean_Temperature
0.208772034276097	0.328840715472888	0.00309711669677522	0.0147019491242087	SUS; sucrose synthase [EC:2.4.1.13]	K00695	ko	Mean_Temperature
0.303731751790168	-0.576830743995045	7.67110972630594e-24	3.50926999054776e-22	E2.4.1.14; sucrose-phosphate synthase [EC:2.4.1.14]	K00696	ko	Mean_Temperature
0.179945586210541	0.0975164881580081	0.0322036045788418	0.12283716446721	GBE1, glgB; 1,4-alpha-glucan branching enzyme [EC:2.4.1.18]	K00700	ko	Mean_Temperature
0.160454423083518	0.492281110550143	3.56767487551413e-32	3.97141674892648e-30	tagE; poly(glycerol-phosphate) alpha-glucosyltransferase [EC:2.4.1.52]	K00712	ko	Mean_Temperature
0.389986506650746	-0.0562851932328864	0.00286412095530309	0.0137128773193329	DPM1; dolichol-phosphate mannosyltransferase [EC:2.4.1.83]	K00721	ko	Mean_Temperature
